CIS;CIS_Denomination;CIS_Forme_pharmaceutique;CIS_Voies_administration;CIS_Statut_AMM;CIS_Type_procedure_AMM;CIS_Etat_commercialisation;CIS_Date_AMM;CIS_StatutBdm;CIS_Numero_AMM_europeenne;CIS_Titulaires;CIS_Surveillance_renforcee;CIP_CIS;CIP_CIP7;CIP_Libelle_presentation;CIP_Statut_presentation;CIP_Etat_commercialisation;CIP_Date_declaration_commercialisation;CIP_CIP13;CIP_Agrement_collectivites;CIP_Taux_remboursement;CIP_Prix_medicament_euro;CIP_Prix_public_France_euro;CIP_Honoraires_dispensation_euro;CIP_Indications_remboursement;compo_dosage_texte
66282810;CHOLECALCIFEROL CRISTERS 100 000 UI, solution buvable en ampoule;solution buvable;orale;Autorisation active;Procédure nationale;Commercialisée;08/08/2018;;;CRISTERS;Non;66282810;3015380;1 ampoule de 2 ml;Présentation active;Déclaration de commercialisation;04/01/2021;3400930153802;oui;65 %;1,11;2,13;1,02;;CHOLÉCALCIFÉROL : 2,5 mg pour une ampoule de 2 mL
66282874;CORYZALIA, comprimé orodispersible;comprimé orodispersible;sublinguale;Autorisation active;Procédure nationale;Commercialisée;19/09/2012;;;BOIRON;Non;66282874;2246886;plaquette de 40 comprimés;Présentation active;Déclaration de commercialisation;10/12/2012;3400922468860;non;;;;;;"ALLIUM CEPA POUR PRÉPARATIONS HOMÉOPATHIQUES : 0,5 mg (3 CH) pour un comprimé ; BELLADONA POUR PRÉPARATIONS HOMÉOPATHIQUES : 0,5 mg (3 CH) pour un comprimé ; GELSEMIUM POUR PRÉPARATIONS HOMÉOPATHIQUES : 0,5 mg (3 CH) pour un comprimé ; KALIUM BICHROMICUM POUR PRÉPARATIONS HOMÉOPATHIQUES : 0,5 mg (3 CH) pour un comprimé ; SABADILLA POUR PRÉPARATIONS HOMÉOPATHIQUES : 0,5 mg (3 CH) pour un comprimé"
66283015;BRONCHOKOD 2 POUR CENT ENFANTS, sirop;sirop;orale;Autorisation active;Procédure nationale;Commercialisée;22/09/2000;;;EG LABO - LABORATOIRES EUROGENERICS;Non;66283015;3550250;1 flacon de 125 ml en verre brun avec cuillère-mesure en polystyrène de 5 ml;Présentation active;Déclaration de commercialisation;13/01/2001;3400935502506;non;;;;;;CARBOCISTÉINE : 2 g pour 100 ml
66283307;THAIS 25 microgrammes/24 heures, dispositif transdermique;dispositif;transdermique;Autorisation active;Procédure nationale;Commercialisée;04/06/1996;;;BESINS HEALTHCARE FRANCE;Non;66283307;3409095;8 sachet de 1 dispositif;Présentation active;Déclaration de commercialisation;11/05/2000;3400934090950;oui;65%;5,87;6,89;1,02;;ESTRADIOL : 2,00 mg pour un dispositif
66283563;CETIRIZINE TEVA SANTE 10 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Autorisation active;Procédure décentralisée;Commercialisée;13/01/2017;;;TEVA SANTE;Non;66283563;3007952;plaquette de 15 comprimés;Présentation active;Déclaration de commercialisation;08/07/2020;3400930079522;oui;30%;2,09;3,11;1,02;;DICHLORHYDRATE DE CÉTIRIZINE : 10 mg pour un comprimé
66284291;GALANTAMINE ZENTIVA LAB LP 8 mg, gélule à libération prolongée;gélule à libération prolongée;orale;Autorisation active;Procédure nationale;Commercialisée;13/01/2012;;;ZENTIVA FRANCE;Non;66284291;2197188;plaquette de 28 gélules;Présentation active;Déclaration de commercialisation;11/06/2012;3400921971880;non;;;;;;BROMHYDRATE DE GALANTAMINE
66284448;ORABLOC 40 mg/ml ADRENALINEE au 1/200 000, solution injectable;solution injectable;dentaire;Autorisation active;Procédure décentralisée;Commercialisée;19/08/2014;;;PIERREL (ITALIE);Non;66284448;2765505;50 cartouche(s) en verre de 1,8 ml avec piston(s) caoutchouc sous plaquette;Présentation active;Déclaration de commercialisation;28/07/2017;3400927655050;non;;;;;;"TARTRATE D'ADRÉNALINE ; CHLORHYDRATE D'ARTICAÏNE : 40 mg pour 1 ml de solution injectable"
66284448;ORABLOC 40 mg/ml ADRENALINEE au 1/200 000, solution injectable;solution injectable;dentaire;Autorisation active;Procédure décentralisée;Commercialisée;19/08/2014;;;PIERREL (ITALIE);Non;66284448;2765511;100 cartouche(s) en verre de 1,8 ml avec piston(s) caoutchouc sous plaquette;Présentation active;Déclaration de commercialisation;28/07/2017;3400927655111;non;;;;;;"TARTRATE D'ADRÉNALINE ; CHLORHYDRATE D'ARTICAÏNE : 40 mg pour 1 ml de solution injectable"
66284708;DICLOFENAC ARROW 1 %, gel;gel;cutanée;Autorisation active;Procédure nationale;Commercialisée;19/07/2013;;;ARROW GENERIQUES;Non;66284708;2742102;1 tube de 50 g;Présentation active;Déclaration de commercialisation;16/01/2017;3400927421020;oui;30%;1,74;2,76;1,02;;DICLOFÉNAC DE DIÉTHYLAMINE : 1,16 g pour 100 g de gel
66284708;DICLOFENAC ARROW 1 %, gel;gel;cutanée;Autorisation active;Procédure nationale;Commercialisée;19/07/2013;;;ARROW GENERIQUES;Non;66284708;3008151;1 tube de 100 g;Présentation active;Déclaration de commercialisation;25/04/2017;3400930081518;oui;30%;2,49;3,51;1,02;;DICLOFÉNAC DE DIÉTHYLAMINE : 1,16 g pour 100 g de gel
66285105;RAMIPRIL VIATRIS 2,5 mg, comprimé sécable;comprimé sécable;orale;Autorisation active;Procédure nationale;Commercialisée;02/09/2005;;;VIATRIS SANTE;Non;66285105;3700620;plaquette de 30 comprimés;Présentation active;Déclaration de commercialisation;10/01/2006;3400937006200;oui;65%;3,33;4,35;1,02;;RAMIPRIL : 2,5 mg pour un comprimé
66285105;RAMIPRIL VIATRIS 2,5 mg, comprimé sécable;comprimé sécable;orale;Autorisation active;Procédure nationale;Commercialisée;02/09/2005;;;VIATRIS SANTE;Non;66285105;3700672;pilulier(s) polyéthylène haute densité (PEHD) de 30 comprimé(s);Présentation active;Déclaration de commercialisation;14/04/2014;3400937006729;oui;65%;3,33;4,35;1,02;;RAMIPRIL : 2,5 mg pour un comprimé
66285105;RAMIPRIL VIATRIS 2,5 mg, comprimé sécable;comprimé sécable;orale;Autorisation active;Procédure nationale;Commercialisée;02/09/2005;;;VIATRIS SANTE;Non;66285105;3730070;plaquette de 90 comprimés;Présentation active;Déclaration de commercialisation;05/05/2008;3400937300704;oui;65%;9,23;11,99;2,76;;RAMIPRIL : 2,5 mg pour un comprimé
66286011;AMINOMIX 500 E, solution pour perfusion;solution et  solution pour perfusion;intraveineuse;Autorisation active;Procédure de reconnaissance mutuelle;Commercialisée;29/11/2005;;;FRESENIUS KABI FRANCE;Non;66286011;3698774;6 poche de 500 ml - 6 poches polypropylène élastomère thermoplastique bicompartimenté(e)s/à 2 compartiments suremballées/surpochées de;Présentation active;Déclaration de commercialisation;16/04/2007;3400936987746;oui;65%;153,31;154,33;1,02;;"ALANINE : 7 g pour 500 ml ; HYDROXYDE DE POTASSIUM : 1,981 g pour 500 ml ; HISTIDINE : 1,5 g pour 500 ml ; ISOLEUCINE : 2,5 g pour 500 ml ; LEUCINE : 3,7 g pour 500 ml ; PHÉNYLALANINE : 2,55 g pour 500 ml ; SÉRINE : 3,25 g pour 500 ml ; THRÉONINE : 2,2 g pour 500 ml ; TRYPTOPHANE L : 1 g pour 500 ml ; VALINE : 3,1 g pour 500 ml ; GLYCINE : 5,5 g pour 500 ml ; ARGININE : 6 g pour 500 ml ; TAURINE : 0,5 g pour 500 ml ; MÉTHIONINE : 2,15 g pour 500 ml ; PROLINE : 5,6 g pour 500 ml ; TYROSINE : 0,2 g pour 500 ml ; ACIDE CHLORHYDRIQUE : 1,47 ml pour 500 ml ; ACIDE ACÉTIQUE GLACIAL : 4,5 g pour 500 ml ; CHLORHYDRATE DE LYSINE : 4,125 g pour 500 ml ; GLYCÉROPHOSPHATE DE SODIUM PENTAHYDRATÉ : 4,59 g pour 500 ml ; CALCIUM (CHLORURE DE) DIHYDRATÉ : 0,294 g pour 500 ml ; CHLORURE DE SODIUM : 1,169 g pour 500 ml ; CHLORURE DE ZINC : 0,00545 g pour 500 ml ; CHLORURE DE MAGNÉSIUM HEXAHYDRATÉ : 0,61 g pour 500 ml ; GLUCOSE MONOHYDRATÉ : 132 g pour 500 ml"
66286011;AMINOMIX 500 E, solution pour perfusion;solution et  solution pour perfusion;intraveineuse;Autorisation active;Procédure de reconnaissance mutuelle;Commercialisée;29/11/2005;;;FRESENIUS KABI FRANCE;Non;66286011;3698780;4 poche de 750 ml - 4 poches polypropylène élastomère thermoplastique bicompartimenté(e)s/à 2 compartiments suremballées/surpochées de;Présentation active;Déclaration de commercialisation;16/04/2007;3400936987807;oui;65%;119,33;120,35;1,02;;"ALANINE : 7 g pour 500 ml ; HYDROXYDE DE POTASSIUM : 1,981 g pour 500 ml ; HISTIDINE : 1,5 g pour 500 ml ; ISOLEUCINE : 2,5 g pour 500 ml ; LEUCINE : 3,7 g pour 500 ml ; PHÉNYLALANINE : 2,55 g pour 500 ml ; SÉRINE : 3,25 g pour 500 ml ; THRÉONINE : 2,2 g pour 500 ml ; TRYPTOPHANE L : 1 g pour 500 ml ; VALINE : 3,1 g pour 500 ml ; GLYCINE : 5,5 g pour 500 ml ; ARGININE : 6 g pour 500 ml ; TAURINE : 0,5 g pour 500 ml ; MÉTHIONINE : 2,15 g pour 500 ml ; PROLINE : 5,6 g pour 500 ml ; TYROSINE : 0,2 g pour 500 ml ; ACIDE CHLORHYDRIQUE : 1,47 ml pour 500 ml ; ACIDE ACÉTIQUE GLACIAL : 4,5 g pour 500 ml ; CHLORHYDRATE DE LYSINE : 4,125 g pour 500 ml ; GLYCÉROPHOSPHATE DE SODIUM PENTAHYDRATÉ : 4,59 g pour 500 ml ; CALCIUM (CHLORURE DE) DIHYDRATÉ : 0,294 g pour 500 ml ; CHLORURE DE SODIUM : 1,169 g pour 500 ml ; CHLORURE DE ZINC : 0,00545 g pour 500 ml ; CHLORURE DE MAGNÉSIUM HEXAHYDRATÉ : 0,61 g pour 500 ml ; GLUCOSE MONOHYDRATÉ : 132 g pour 500 ml"
66286285;PERINDOPRIL ARGININE BIOGARAN 10 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure nationale;Commercialisée;24/03/2014;;;BIOGARAN;Non;66286285;2784129;pilulier(s) polypropylène de 30 comprimé(s);Présentation active;Déclaration de commercialisation;01/10/2014;3400927841293;oui;65%;3,64;4,66;1,02;;PÉRINDOPRIL ARGININE : 10 mg pour un comprimé
66286285;PERINDOPRIL ARGININE BIOGARAN 10 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure nationale;Commercialisée;24/03/2014;;;BIOGARAN;Non;66286285;2784158;pilulier(s) polypropylène de 90 comprimé(s);Présentation active;Déclaration de commercialisation;01/10/2014;3400927841583;oui;65%;10,53;13,29;2,76;;PÉRINDOPRIL ARGININE : 10 mg pour un comprimé
66287152;CHAMPIX 0,5 mg et 1 mg, comprimé pelliculé;comprimé pelliculé et  comprimé pelliculé;orale;Autorisation active;Procédure centralisée;Commercialisée;26/09/2006;;EU/1/06/360;PFIZER EUROPE MA EEIG (BELGIQUE);Non;66287152;2733209;plaquette de 11 comprimés à 0, 5 mg - plaquettes PVC aluminium de 14 comprimés à 1 mg dans un étui thermoscellé ( abrogée le 01/10/2024);Présentation abrogée;Déclaration de commercialisation;22/09/2014;3400927332098;non;65%;24,74;25,76;1,02;;"TARTRATE DE VARÉNICLINE ; TARTRATE DE VARÉNICLINE"
66287152;CHAMPIX 0,5 mg et 1 mg, comprimé pelliculé;comprimé pelliculé et  comprimé pelliculé;orale;Autorisation active;Procédure centralisée;Commercialisée;26/09/2006;;EU/1/06/360;PFIZER EUROPE MA EEIG (BELGIQUE);Non;66287152;3771809;plaquette de 11 comprimés - plaquettes polychlortrifluoroéthylène PVC aluminium de 14 comprimés dans un étui thermoscellé;Présentation active;Déclaration de commercialisation;16/06/2025;3400937718097;oui;65%;24,74;25,76;1,02;"Ce médicament peut être pris en charge ou remboursé par l'Assurance Maladie dans les cas suivants :<br><br>- Sevrage tabagique, après échec de sevrage par des traitements utilisant des substituts nicotiniques, chez les fumeurs très dépendants à la cigarette ; JOURNAL OFFICIEL ; 27/04/17";"TARTRATE DE VARÉNICLINE ; TARTRATE DE VARÉNICLINE"
66288222;PACILIA, comprimé enrobé;comprimé enrobé et  comprimé enrobé;orale;Autorisation archivée;Procédure nationale;Non commercialisée;08/01/2009;Warning disponibilité;;BIOGARAN;Non;66288222;3918112;3 plaquette de 21 comprimés;Présentation active;Déclaration d'arrêt de commercialisation;18/08/2022;3400939181127;non;65%;3,76;4,78;1,02;;"LÉVONORGESTREL : 0,150 mg pour un comprimé ; ÉTHINYLESTRADIOL : 0,03 mg pour un comprimé ; LÉVONORGESTREL : 0,2 mg pour un comprimé ; ÉTHINYLESTRADIOL : 0,04 mg pour un comprimé"
66288464;DOBUTAMINE PANPHARMA 250 mg/20 ml, solution à diluer pour perfusion;solution à diluer pour perfusion;intraveineuse;Autorisation active;Procédure nationale;Commercialisée;23/04/2001;;;PANPHARMA;Non;66288464;5633477;10 flacon de 20 ml;Présentation active;Déclaration de commercialisation;19/02/2007;3400956334773;oui;;;;;;CHLORHYDRATE DE DOBUTAMINE
66289783;BRIMONIDINE EG 0,2 % (2 mg/ml), collyre en solution;collyre en solution;ophtalmique;Autorisation active;Procédure décentralisée;Commercialisée;16/10/2008;;;EG LABO - LABORATOIRES EUROGENERICS;Non;66289783;3895948;1 flacon de 5 ml;Présentation active;Déclaration de commercialisation;04/03/2009;3400938959482;oui;65%;3,55;4,57;1,02;;TARTRATE DE BRIMONIDINE : 2 mg pour 1 ml de solution
66290166;RIVASTIGMINE BIOGARAN 1,5 mg, gélule;gélule;orale;Autorisation active;Procédure nationale;Commercialisée;19/12/2011;;;BIOGARAN;Non;66290166;2194445;plaquette de 56 gélules;Présentation active;Déclaration de commercialisation;01/08/2012;3400921944457;non;;;;;;HYDROGÉNOTARTRATE DE RIVASTIGMINE
66290522;LIDOCAINE AGUETTANT 20 mg/ml SANS CONSERVATEUR, solution injectable;solution injectable;"infiltration;intramusculaire;intraveineuse;périarticulaire;péridurale;périneurale;sous-cutanée";Autorisation active;Procédure nationale;Commercialisée;24/10/1995;;;AGUETTANT;Non;66290522;2772304;10 ampoule de 10 ml;Présentation active;Déclaration de commercialisation;18/02/2015;3400927723049;oui;;;;;;LIDOCAÏNE (CHLORHYDRATE DE) MONOHYDRATÉ : 21,32 mg pour 1 ml de solution
66290522;LIDOCAINE AGUETTANT 20 mg/ml SANS CONSERVATEUR, solution injectable;solution injectable;"infiltration;intramusculaire;intraveineuse;périarticulaire;péridurale;périneurale;sous-cutanée";Autorisation active;Procédure nationale;Commercialisée;24/10/1995;;;AGUETTANT;Non;66290522;3627260;10 flacon de 20 ml;Présentation active;Déclaration de commercialisation;02/01/2000;3400936272606;oui;;;;;;LIDOCAÏNE (CHLORHYDRATE DE) MONOHYDRATÉ : 21,32 mg pour 1 ml de solution
66292199;RILUTEK 50 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure centralisée;Commercialisée;10/06/1996;;EU/1/96/010;SANOFI WINTHROP INDUSTRIE;Non;66292199;3416468;4 plaquette de 14 comprimés;Présentation active;Déclaration de commercialisation;19/02/1997;3400934164682;oui;65%;138,33;139,35;1,02;;RILUZOLE : 50 mg pour un comprimé
66292224;ATORVASTATINE EVOLUGEN PHARMA 40 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation abrogée;Procédure nationale;Non commercialisée;04/10/2016;Warning disponibilité;;EVOLUPHARM;Non;66292224;3006650;plaquette de 30 comprimés;Présentation active;Déclaration d'arrêt de commercialisation;16/03/2022;3400930066508;non;65%;3,18;4,20;1,02;;ATORVASTATINE CALCIQUE TRIHYDRATÉE
66292224;ATORVASTATINE EVOLUGEN PHARMA 40 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation abrogée;Procédure nationale;Non commercialisée;04/10/2016;Warning disponibilité;;EVOLUPHARM;Non;66292224;3006651;plaquette de 90 comprimés;Présentation active;Déclaration d'arrêt de commercialisation;13/10/2021;3400930066515;non;65%;9,04;11,80;2,76;;ATORVASTATINE CALCIQUE TRIHYDRATÉE
66292968;AMOROLFINE VIATRIS CONSEIL 5 %, vernis à ongles médicamenteux;vernis à ongles médicamenteux(se);cutanée;Autorisation active;Procédure nationale;Commercialisée;08/08/2011;;;VIATRIS SANTE;Non;66292968;3001021;1 flacon de 2,5 ml;Présentation active;Déclaration de commercialisation;04/02/2016;3400930010211;non;;;;;;CHLORHYDRATE D'AMOROLFINE : 5,574 g pour 100 ml
66294104;PHEBURANE 483 mg/g, granulés;granulés;orale;Autorisation active;Procédure centralisée;Commercialisée;31/07/2013;;EU/1/13/822;EUROCEPT INTERNATIONAL (PAYS-BAS);Non;66294104;2741918;1 flacon de sécurité enfant de 174 g;Présentation active;Déclaration de commercialisation;11/06/2014;3400927419188;oui;;;;;;PHÉNYLBUTYRATE DE SODIUM : 483 mg pour 1 g de granulés
66294200;MONOALGIC L.P. 100 mg, comprimé à libération prolongée (UNE PRISE QUOTIDIENNE);comprimé à libération prolongée;orale;Autorisation abrogée;Procédure nationale;Non commercialisée;02/02/2005;Warning disponibilité;;ENDO OPERATIONS;Non;66294200;3678719;plaquette de 15 comprimés;Présentation active;Déclaration d'arrêt de commercialisation;22/12/2022;3400936787193;non;65%;3,28;4,30;1,02;;CHLORHYDRATE DE TRAMADOL : 100 mg pour un comprimé
66295505;GABAPENTINE BIOGARAN 100 mg, gélule;gélule;orale;Autorisation active;Procédure nationale;Commercialisée;16/03/2006;;;BIOGARAN;Non;66295505;3006466;1 flacon de sécurité enfant de 90 gélules;Présentation active;Déclaration d'arrêt de commercialisation;07/04/2025;3400930064665;non;65%;7,57;8,59;1,02;;GABAPENTINE : 100 mg pour une gélule
66295505;GABAPENTINE BIOGARAN 100 mg, gélule;gélule;orale;Autorisation active;Procédure nationale;Commercialisée;16/03/2006;;;BIOGARAN;Non;66295505;3744304;plaquette de 90 gélules;Présentation active;Déclaration de commercialisation;28/08/2006;3400937443043;oui;65%;7,57;8,59;1,02;;GABAPENTINE : 100 mg pour une gélule
66296030;ROACCUTANE 0,05 POUR CENT, gel pour application locale;gel pour application;cutanée;Autorisation active;Procédure nationale;Commercialisée;11/02/1992;;;SERP;Non;66296030;3347170;1 tube de 30 g;Présentation active;Déclaration de commercialisation;19/05/1992;3400933471705;non;;;;;;ISOTRÉTINOÏNE : 0,050 g pour 100 g
66296411;XYZALL 5 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure de reconnaissance mutuelle;Commercialisée;14/02/2002;;;UCB PHARMA;Non;66296411;3585024;plaquette de 14 comprimés;Présentation active;Déclaration d'arrêt de commercialisation;25/09/2024;3400935850249;non;30%;2,10;3,12;1,02;;DICHLORHYDRATE DE LÉVOCÉTIRIZINE : 5 mg pour un comprimé
66296411;XYZALL 5 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure de reconnaissance mutuelle;Commercialisée;14/02/2002;;;UCB PHARMA;Non;66296411;3585053;plaquette de 28 comprimés;Présentation active;Déclaration de commercialisation;02/01/2003;3400935850539;oui;30%;3,86;4,88;1,02;;DICHLORHYDRATE DE LÉVOCÉTIRIZINE : 5 mg pour un comprimé
66296817;ENOXAPARINE TEVA 8000 UI (80 mg)/0,8 mL, solution injectable en seringue préremplie;solution injectable;"intraveineuse;sous-cutanée;voie extracorporelle autre";Autorisation active;Procédure nationale;Commercialisée;10/01/2022;;;TEVA (PAYS-BAS);Oui;66296817;3024507;2 seringue préremplie de 0,8 mL;Présentation active;Déclaration de commercialisation;26/09/2022;3400930245071;oui;65%;10,99;12,01;1,02;;ÉNOXAPARINE SODIQUE : 80 mg pour une seringue préremplie de 0,8 mL
66296817;ENOXAPARINE TEVA 8000 UI (80 mg)/0,8 mL, solution injectable en seringue préremplie;solution injectable;"intraveineuse;sous-cutanée;voie extracorporelle autre";Autorisation active;Procédure nationale;Commercialisée;10/01/2022;;;TEVA (PAYS-BAS);Oui;66296817;3024510;10 seringue préremplie de 0,8 mL;Présentation active;Déclaration de commercialisation;26/09/2022;3400930245101;oui;65%;54,30;55,32;1,02;;ÉNOXAPARINE SODIQUE : 80 mg pour une seringue préremplie de 0,8 mL
66297189;PREDNISONE BIOGARAN 5 mg, comprimé sécable;comprimé sécable;orale;Autorisation active;Procédure nationale;Commercialisée;12/08/2004;;;BIOGARAN;Non;66297189;3651927;plaquette de 30 comprimés;Présentation active;Déclaration de commercialisation;18/07/2005;3400936519275;oui;65%;1,89;2,91;1,02;;PREDNISONE : 5 mg pour un comprimé
66297328;TYENNE 162 mg, solution injectable en stylo prérempli;solution injectable;sous-cutanée;Autorisation active;Procédure centralisée;Commercialisée;15/09/2023;;EU/1/23/1754;FRESENIUS KABI DEUTSCHLAND (ALLEMAGNE);Oui;66297328;3027843;4 stylos préremplis en verre de 0,9 mL;Présentation active;Déclaration de commercialisation;07/02/2024;3400930278437;oui;65%;482,00;483,02;1,02;;TOCILIZUMAB : 162 mg pour un stylo prérempli de 0,9 mL
66297890;HYTRINE 5 mg, comprimé;comprimé;orale;Autorisation active;Procédure nationale;Commercialisée;30/10/1987;;;AMDIPHARM;Non;66297890;3413027;plaquette de 28 comprimés;Présentation active;Déclaration de commercialisation;19/04/1997;3400934130274;oui;30%;14,41;15,43;1,02;;TÉRAZOSINE (CHLORHYDRATE DE) DIHYDRATÉ : 5,935 mg pour un comprimé
